participantId,month,category,amount
43,2022-09,expense,1365
43,2022-09,wage,11696
45,2022-09,expense,1140
45,2022-09,wage,14347
46,2022-09,expense,1627
46,2022-09,wage,5705
47,2022-09,expense,1326
47,2022-09,wage,5272
48,2022-09,expense,1508
48,2022-09,wage,5115
49,2022-09,expense,1167
49,2022-09,wage,14276
50,2022-09,expense,1408
50,2022-09,wage,4830
51,2022-09,expense,1361
51,2022-09,wage,13220
52,2022-09,expense,1922
52,2022-09,wage,2629
53,2022-09,expense,1188
53,2022-09,wage,4263
54,2022-09,expense,2265
54,2022-09,wage,8211
55,2022-09,expense,1451
55,2022-09,wage,1947
56,2022-09,expense,1800
56,2022-09,wage,3422
57,2022-09,expense,1330
57,2022-09,wage,11313
58,2022-09,expense,1046
58,2022-09,wage,14045
59,2022-09,expense,1214
59,2022-09,wage,11405
60,2022-09,expense,1552
60,2022-09,wage,4927
61,2022-09,expense,1319
61,2022-09,wage,4946
62,2022-09,expense,1244
62,2022-09,wage,7646
63,2022-09,expense,1389
63,2022-09,wage,4882
64,2022-09,expense,1619
64,2022-09,wage,4683
65,2022-09,expense,1218
65,2022-09,wage,4608
66,2022-09,expense,2296
66,2022-09,wage,6199
67,2022-09,expense,1229
67,2022-09,wage,4591
68,2022-09,expense,1242
68,2022-09,wage,4469
69,2022-09,expense,1921
69,2022-09,wage,4259
70,2022-09,expense,1523
70,2022-09,wage,2574
71,2022-09,expense,1614
71,2022-09,wage,2565
72,2022-09,expense,1325
72,2022-09,wage,10759
73,2022-09,expense,1383
73,2022-09,wage,7096
74,2022-09,expense,1527
74,2022-09,wage,1778
75,2022-09,expense,1797
75,2022-09,wage,2821
76,2022-09,expense,1380
76,2022-09,wage,4446
77,2022-09,expense,1352
77,2022-09,wage,4412
78,2022-09,expense,1467
78,2022-09,wage,13191
79,2022-09,expense,1004
79,2022-09,wage,5760
80,2022-09,expense,1192
80,2022-09,wage,4374
81,2022-09,expense,1925
81,2022-09,wage,5568
82,2022-09,expense,1953
82,2022-09,wage,6088
83,2022-09,expense,886
83,2022-09,wage,5399
84,2022-09,expense,1525
84,2022-09,wage,4262
85,2022-09,expense,1464
85,2022-09,wage,4221
86,2022-09,expense,1458
86,2022-09,wage,4140
87,2022-09,expense,1768
87,2022-09,wage,2032
88,2022-09,expense,1553
88,2022-09,wage,1778
89,2022-09,expense,988
89,2022-09,wage,5528
90,2022-09,expense,1128
90,2022-09,wage,5433
91,2022-09,expense,1552
91,2022-09,wage,1778
92,2022-09,expense,1328
92,2022-09,wage,4070
93,2022-09,expense,1431
93,2022-09,wage,3907
94,2022-09,expense,1345
94,2022-09,wage,7025
95,2022-09,expense,1532
95,2022-09,wage,3721
96,2022-09,expense,1375
96,2022-09,wage,3896
97,2022-09,expense,1996
97,2022-09,wage,5555
98,2022-09,expense,1279
98,2022-09,wage,3845
99,2022-09,expense,1341
99,2022-09,wage,6565
100,2022-09,expense,1288
100,2022-09,wage,3783
101,2022-09,expense,866
101,2022-09,wage,5391
102,2022-09,expense,1226
102,2022-09,wage,10606
103,2022-09,expense,1056
103,2022-09,wage,10148
104,2022-09,expense,1492
104,2022-09,wage,2105
105,2022-09,expense,1659
105,2022-09,wage,2903
106,2022-09,expense,1551
106,2022-09,wage,5255
107,2022-09,expense,1250
107,2022-09,wage,3804
108,2022-09,expense,892
108,2022-09,wage,5364
109,2022-09,expense,1675
109,2022-09,wage,5118
110,2022-09,expense,1246
110,2022-09,wage,5246
111,2022-09,expense,1433
111,2022-09,wage,1760
112,2022-09,expense,1353
112,2022-09,wage,10526
113,2022-09,expense,1893
113,2022-09,wage,5869
114,2022-09,expense,1226
114,2022-09,wage,9245
115,2022-09,expense,1281
115,2022-09,wage,3628
116,2022-09,expense,1206
116,2022-09,wage,12829
117,2022-09,expense,1833
117,2022-09,wage,5678
118,2022-09,expense,1428
118,2022-09,wage,10044
119,2022-09,expense,1613
119,2022-09,wage,8990
120,2022-09,expense,1766
120,2022-09,wage,3077
121,2022-09,expense,1520
121,2022-09,wage,3759
122,2022-09,expense,1151
122,2022-09,wage,5262
123,2022-09,expense,1066
123,2022-09,wage,5198
124,2022-09,expense,1136
124,2022-09,wage,12622
125,2022-09,expense,1154
125,2022-09,wage,10869
126,2022-09,expense,1476
126,2022-09,wage,1937
128,2022-09,expense,1647
128,2022-09,wage,4370
129,2022-09,expense,1831
129,2022-09,wage,3496
130,2022-09,expense,1534
130,2022-09,wage,3646
131,2022-09,expense,1761
131,2022-09,wage,2959
132,2022-09,expense,1485
132,2022-09,wage,8463
133,2022-09,expense,1524
133,2022-09,wage,3621
134,2022-09,expense,1003
134,2022-09,wage,5171
135,2022-09,expense,1821
135,2022-09,wage,3254
136,2022-09,expense,1480
136,2022-09,wage,8243
137,2022-09,expense,1405
137,2022-09,wage,2067
138,2022-09,expense,1757
138,2022-09,wage,3564
139,2022-09,expense,1958
139,2022-09,wage,4038
140,2022-09,expense,1365
140,2022-09,wage,9897
141,2022-09,expense,1684
141,2022-09,wage,3218
143,2022-09,expense,1701
143,2022-09,wage,5110
144,2022-09,expense,1507
144,2022-09,wage,3509
145,2022-09,expense,1394
145,2022-09,wage,1994
146,2022-09,expense,1449
146,2022-09,wage,3540
147,2022-09,expense,1795
147,2022-09,wage,3434
148,2022-09,expense,1101
148,2022-09,wage,9757
149,2022-09,expense,1716
149,2022-09,wage,1823
150,2022-09,expense,1113
150,2022-09,wage,9066
151,2022-09,expense,1370
151,2022-09,wage,3482
152,2022-09,expense,1331
152,2022-09,wage,3399
153,2022-09,expense,2204
153,2022-09,wage,2800
155,2022-09,expense,1780
155,2022-09,wage,11333
156,2022-09,expense,1493
156,2022-09,wage,3316
157,2022-09,expense,979
157,2022-09,wage,11183
158,2022-09,expense,1436
158,2022-09,wage,7382
159,2022-09,expense,1019
159,2022-09,wage,5098
160,2022-09,expense,1032
160,2022-09,wage,8783
162,2022-09,expense,1547
162,2022-09,wage,2489
163,2022-09,expense,1337
163,2022-09,wage,5099
164,2022-09,expense,2149
164,2022-09,wage,4454
165,2022-09,expense,1752
165,2022-09,wage,6007
166,2022-09,expense,1507
166,2022-09,wage,3294
167,2022-09,expense,2063
167,2022-09,wage,3269
168,2022-09,expense,960
168,2022-09,wage,6356
169,2022-09,expense,1173
169,2022-09,wage,3243
170,2022-09,expense,909
170,2022-09,wage,8632
171,2022-09,expense,804
171,2022-09,wage,3517
172,2022-09,expense,1082
172,2022-09,wage,6043
173,2022-09,expense,1339
173,2022-09,wage,5794
174,2022-09,expense,1235
174,2022-09,wage,1782
175,2022-09,expense,914
175,2022-09,wage,3185
176,2022-09,expense,1438
176,2022-09,wage,3325
177,2022-09,expense,1134
177,2022-09,wage,3151
178,2022-09,expense,643
178,2022-09,wage,3849
179,2022-09,expense,1509
179,2022-09,wage,2134
180,2022-09,expense,816
180,2022-09,wage,3266
181,2022-09,expense,1255
181,2022-09,wage,1776
182,2022-09,expense,1180
182,2022-09,wage,2000
183,2022-09,expense,666
183,2022-09,wage,10776
184,2022-09,expense,1335
184,2022-09,wage,2208
185,2022-09,expense,662
185,2022-09,wage,5062
186,2022-09,expense,800
186,2022-09,wage,4317
187,2022-09,expense,666
187,2022-09,wage,3024
188,2022-09,expense,681
188,2022-09,wage,6446
189,2022-09,expense,566
189,2022-09,wage,10031
190,2022-09,expense,1074
190,2022-09,wage,6434
191,2022-09,expense,921
191,2022-09,wage,3128
192,2022-09,expense,570
192,2022-09,wage,4989
193,2022-09,expense,593
193,2022-09,wage,5757
194,2022-09,expense,548
194,2022-09,wage,8627
195,2022-09,expense,620
195,2022-09,wage,10129
196,2022-09,expense,944
196,2022-09,wage,2546
197,2022-09,expense,1400
197,2022-09,wage,2445
198,2022-09,expense,617
198,2022-09,wage,8347
199,2022-09,expense,1059
199,2022-09,wage,3157
200,2022-09,expense,621
200,2022-09,wage,9952
201,2022-09,expense,645
201,2022-09,wage,4872
202,2022-09,expense,1400
202,2022-09,wage,2650
203,2022-09,expense,1438
203,2022-09,wage,2252
204,2022-09,expense,660
204,2022-09,wage,2960
205,2022-09,expense,801
205,2022-09,wage,4868
206,2022-09,expense,1053
206,2022-09,wage,3040
207,2022-09,expense,558
207,2022-09,wage,4459
208,2022-09,expense,1004
208,2022-09,wage,2988
209,2022-09,expense,562
209,2022-09,wage,4802
210,2022-09,expense,1425
210,2022-09,wage,1778
211,2022-09,expense,585
211,2022-09,wage,7953
212,2022-09,expense,1384
212,2022-09,wage,1821
213,2022-09,expense,580
213,2022-09,wage,3417
214,2022-09,expense,612
214,2022-09,wage,4677
215,2022-09,expense,581
215,2022-09,wage,8112
216,2022-09,expense,584
216,2022-09,wage,4707
217,2022-09,expense,1343
217,2022-09,wage,1921
218,2022-09,expense,1639
218,2022-09,wage,1760
219,2022-09,expense,670
219,2022-09,wage,2265
220,2022-09,expense,1486
220,2022-09,wage,5114
221,2022-09,expense,1021
221,2022-09,wage,2721
222,2022-09,expense,1075
222,2022-09,wage,2975
223,2022-09,expense,1439
223,2022-09,wage,2952
224,2022-09,expense,549
224,2022-09,wage,3058
225,2022-09,expense,517
225,2022-09,wage,4681
226,2022-09,expense,1183
226,2022-09,wage,4902
227,2022-09,expense,1085
227,2022-09,wage,3002
228,2022-09,expense,719
228,2022-09,wage,8013
229,2022-09,expense,668
229,2022-09,wage,5203
230,2022-09,expense,764
230,2022-09,wage,7915
231,2022-09,expense,1542
231,2022-09,wage,1778
232,2022-09,expense,1159
232,2022-09,wage,1760
233,2022-09,expense,671
233,2022-09,wage,9738
234,2022-09,expense,981
234,2022-09,wage,5785
235,2022-09,expense,699
235,2022-09,wage,4022
236,2022-09,expense,700
236,2022-09,wage,3009
237,2022-09,expense,716
237,2022-09,wage,9649
238,2022-09,expense,687
238,2022-09,wage,2856
239,2022-09,expense,1733
239,2022-09,wage,1680
240,2022-09,expense,1124
240,2022-09,wage,5842
241,2022-09,expense,671
241,2022-09,wage,4626
242,2022-09,expense,942
242,2022-09,wage,9585
243,2022-09,expense,1107
243,2022-09,wage,1760
244,2022-09,expense,1328
244,2022-09,wage,2592
245,2022-09,expense,779
245,2022-09,wage,5689
246,2022-09,expense,1442
246,2022-09,wage,1760
247,2022-09,expense,1498
247,2022-09,wage,1778
248,2022-09,expense,665
248,2022-09,wage,7835
249,2022-09,expense,1032
249,2022-09,wage,3464
250,2022-09,expense,1102
250,2022-09,wage,2943
251,2022-09,expense,923
251,2022-09,wage,2898
252,2022-09,expense,1363
252,2022-09,wage,4553
253,2022-09,expense,1398
253,2022-09,wage,9427
254,2022-09,expense,1036
254,2022-09,wage,7714
255,2022-09,expense,1616
255,2022-09,wage,1849
257,2022-09,expense,1501
257,2022-09,wage,4448
258,2022-09,expense,1870
258,2022-09,wage,2471
259,2022-09,expense,945
259,2022-09,wage,4586
260,2022-09,expense,1618
260,2022-09,wage,8401
261,2022-09,expense,1529
261,2022-09,wage,4361
263,2022-09,expense,1393
263,2022-09,wage,4578
264,2022-09,expense,1298
264,2022-09,wage,4370
265,2022-09,expense,958
265,2022-09,wage,7679
266,2022-09,expense,1996
266,2022-09,wage,5053
268,2022-09,expense,1412
268,2022-09,wage,4614
269,2022-09,expense,1794
269,2022-09,wage,4348
270,2022-09,expense,1223
270,2022-09,wage,4556
271,2022-09,expense,1437
271,2022-09,wage,4230
272,2022-09,expense,2029
272,2022-09,wage,3094
273,2022-09,expense,1545
273,2022-09,wage,2173
274,2022-09,expense,1657
274,2022-09,wage,2799
275,2022-09,expense,1094
275,2022-09,wage,4535
276,2022-09,expense,1327
276,2022-09,wage,7456
277,2022-09,expense,1793
277,2022-09,wage,2551
278,2022-09,expense,1032
278,2022-09,wage,7180
280,2022-09,expense,1280
280,2022-09,wage,7187
281,2022-09,expense,1427
281,2022-09,wage,4072
282,2022-09,expense,1258
282,2022-09,wage,4409
283,2022-09,expense,2172
283,2022-09,wage,6030
284,2022-09,expense,1595
284,2022-09,wage,1923
286,2022-09,expense,1446
286,2022-09,wage,3959
287,2022-09,expense,1793
287,2022-09,wage,3748
289,2022-09,expense,1980
289,2022-09,wage,6093
290,2022-09,expense,1297
290,2022-09,wage,9396
291,2022-09,expense,1237
291,2022-09,wage,2647
292,2022-09,expense,1770
292,2022-09,wage,2813
293,2022-09,expense,1526
293,2022-09,wage,4375
294,2022-09,expense,1659
294,2022-09,wage,2011
295,2022-09,expense,1620
295,2022-09,wage,7986
296,2022-09,expense,1557
296,2022-09,wage,7655
297,2022-09,expense,976
297,2022-09,wage,4332
299,2022-09,expense,1483
299,2022-09,wage,3697
300,2022-09,expense,1258
300,2022-09,wage,4282
302,2022-09,expense,1162
302,2022-09,wage,4314
303,2022-09,expense,1733
303,2022-09,wage,7360
304,2022-09,expense,1233
304,2022-09,wage,4313
305,2022-09,expense,2013
305,2022-09,wage,3703
306,2022-09,expense,1238
306,2022-09,wage,4244
307,2022-09,expense,1851
307,2022-09,wage,2530
308,2022-09,expense,1535
308,2022-09,wage,4231
309,2022-09,expense,1444
309,2022-09,wage,4038
310,2022-09,expense,1383
310,2022-09,wage,4140
311,2022-09,expense,1504
311,2022-09,wage,2192
312,2022-09,expense,1082
312,2022-09,wage,4091
313,2022-09,expense,1044
313,2022-09,wage,2787
314,2022-09,expense,1597
314,2022-09,wage,3635
315,2022-09,expense,1281
315,2022-09,wage,8250
316,2022-09,expense,1286
316,2022-09,wage,3988
317,2022-09,expense,1410
317,2022-09,wage,2641
318,2022-09,expense,1540
318,2022-09,wage,3582
319,2022-09,expense,1236
319,2022-09,wage,2569
320,2022-09,expense,1555
320,2022-09,wage,6424
321,2022-09,expense,2562
321,2022-09,wage,4885
322,2022-09,expense,1482
322,2022-09,wage,3521
323,2022-09,expense,2528
323,2022-09,wage,6219
324,2022-09,expense,1108
324,2022-09,wage,3958
325,2022-09,expense,1369
325,2022-09,wage,3512
326,2022-09,expense,1584
326,2022-09,wage,6173
327,2022-09,expense,1133
327,2022-09,wage,3996
328,2022-09,expense,1119
328,2022-09,wage,2483
329,2022-09,expense,1003
329,2022-09,wage,7142
330,2022-09,expense,1471
330,2022-09,wage,3040
331,2022-09,expense,1301
331,2022-09,wage,6754
332,2022-09,expense,1306
332,2022-09,wage,7055
333,2022-09,expense,1043
333,2022-09,wage,6931
334,2022-09,expense,1172
334,2022-09,wage,6782
335,2022-09,expense,1306
335,2022-09,wage,8119
336,2022-09,expense,1583
336,2022-09,wage,6189
337,2022-09,expense,1456
337,2022-09,wage,8075
338,2022-09,expense,1563
338,2022-09,wage,2221
339,2022-09,expense,973
339,2022-09,wage,6760
340,2022-09,expense,1655
340,2022-09,wage,7947
341,2022-09,expense,1371
341,2022-09,wage,3856
342,2022-09,expense,1430
342,2022-09,wage,3458
343,2022-09,expense,1361
343,2022-09,wage,6456
344,2022-09,expense,1061
344,2022-09,wage,3815
345,2022-09,expense,1948
345,2022-09,wage,6019
347,2022-09,expense,1322
347,2022-09,wage,6207
348,2022-09,expense,1482
348,2022-09,wage,3388
349,2022-09,expense,1477
349,2022-09,wage,3165
350,2022-09,expense,1408
350,2022-09,wage,6030
351,2022-09,expense,1337
351,2022-09,wage,6136
353,2022-09,expense,1505
353,2022-09,wage,2444
354,2022-09,expense,1126
354,2022-09,wage,2465
355,2022-09,expense,1906
355,2022-09,wage,5523
357,2022-09,expense,1617
357,2022-09,wage,5919
358,2022-09,expense,1814
358,2022-09,wage,2403
359,2022-09,expense,1514
359,2022-09,wage,2380
360,2022-09,expense,1464
360,2022-09,wage,3205
361,2022-09,expense,1358
361,2022-09,wage,2550
362,2022-09,expense,1916
362,2022-09,wage,2967
363,2022-09,expense,1189
363,2022-09,wage,5539
364,2022-09,expense,933
364,2022-09,wage,3837
365,2022-09,expense,1453
365,2022-09,wage,2339
366,2022-09,expense,1285
366,2022-09,wage,3793
367,2022-09,expense,1313
367,2022-09,wage,3781
368,2022-09,expense,1145
368,2022-09,wage,7911
369,2022-09,expense,1362
369,2022-09,wage,3768
370,2022-09,expense,1893
370,2022-09,wage,5145
371,2022-09,expense,1528
371,2022-09,wage,3230
372,2022-09,expense,1877
372,2022-09,wage,3320
373,2022-09,expense,1842
373,2022-09,wage,4280
374,2022-09,expense,2018
374,2022-09,wage,2451
375,2022-09,expense,1296
375,2022-09,wage,3684
376,2022-09,expense,1372
376,2022-09,wage,3674
377,2022-09,expense,1014
377,2022-09,wage,7772
378,2022-09,expense,1993
378,2022-09,wage,2881
379,2022-09,expense,991
379,2022-09,wage,3670
381,2022-09,expense,1536
381,2022-09,wage,3087
385,2022-09,expense,1577
385,2022-09,wage,3047
386,2022-09,expense,1466
386,2022-09,wage,5464
387,2022-09,expense,1405
387,2022-09,wage,3035
388,2022-09,expense,2658
388,2022-09,wage,4280
389,2022-09,expense,1583
389,2022-09,wage,4888
390,2022-09,expense,1783
390,2022-09,wage,3188
391,2022-09,expense,1193
391,2022-09,wage,2543
393,2022-09,expense,1745
393,2022-09,wage,2787
394,2022-09,expense,1402
394,2022-09,wage,3024
395,2022-09,expense,1858
395,2022-09,wage,3736
396,2022-09,expense,1327
396,2022-09,wage,5605
397,2022-09,expense,1442
397,2022-09,wage,3044
398,2022-09,expense,1924
398,2022-09,wage,3818
399,2022-09,expense,1683
399,2022-09,wage,3632
400,2022-09,expense,1656
400,2022-09,wage,3003
401,2022-09,expense,1192
401,2022-09,wage,3611
402,2022-09,expense,1659
402,2022-09,wage,2020
403,2022-09,expense,1817
403,2022-09,wage,3346
404,2022-09,expense,1104
404,2022-09,wage,2434
405,2022-09,expense,1439
405,2022-09,wage,3011
408,2022-09,expense,1814
408,2022-09,wage,2531
409,2022-09,expense,1624
409,2022-09,wage,4448
410,2022-09,expense,1307
410,2022-09,wage,3630
411,2022-09,expense,1618
411,2022-09,wage,3000
412,2022-09,expense,1508
412,2022-09,wage,2053
413,2022-09,expense,1509
413,2022-09,wage,7575
414,2022-09,expense,1312
414,2022-09,wage,3588
415,2022-09,expense,1244
415,2022-09,wage,3596
416,2022-09,expense,1422
416,2022-09,wage,5587
417,2022-09,expense,1669
417,2022-09,wage,2598
418,2022-09,expense,1618
418,2022-09,wage,2951
419,2022-09,expense,1841
419,2022-09,wage,2207
420,2022-09,expense,664
420,2022-09,wage,3549
421,2022-09,expense,991
421,2022-09,wage,5492
422,2022-09,expense,1101
422,2022-09,wage,4115
423,2022-09,expense,655
423,2022-09,wage,3543
424,2022-09,expense,1461
424,2022-09,wage,1760
425,2022-09,expense,1057
425,2022-09,wage,2966
426,2022-09,expense,1032
426,2022-09,wage,3732
427,2022-09,expense,1369
427,2022-09,wage,4554
428,2022-09,expense,659
428,2022-09,wage,3368
429,2022-09,expense,844
429,2022-09,wage,7438
430,2022-09,expense,1689
430,2022-09,wage,2326
431,2022-09,expense,1002
431,2022-09,wage,2908
432,2022-09,expense,1142
432,2022-09,wage,2207
433,2022-09,expense,627
433,2022-09,wage,6188
434,2022-09,expense,1122
434,2022-09,wage,5297
435,2022-09,expense,1635
435,2022-09,wage,1680
436,2022-09,expense,1359
436,2022-09,wage,1760
437,2022-09,expense,1025
437,2022-09,wage,2867
438,2022-09,expense,1085
438,2022-09,wage,3629
439,2022-09,expense,1743
439,2022-09,wage,2495
440,2022-09,expense,929
440,2022-09,wage,3390
441,2022-09,expense,1754
441,2022-09,wage,1680
442,2022-09,expense,996
442,2022-09,wage,4906
443,2022-09,expense,1508
443,2022-09,wage,1760
444,2022-09,expense,710
444,2022-09,wage,7489
445,2022-09,expense,1117
445,2022-09,wage,4513
446,2022-09,expense,1072
446,2022-09,wage,7327
447,2022-09,expense,1432
447,2022-09,wage,3477
448,2022-09,expense,1441
448,2022-09,wage,3550
449,2022-09,expense,1063
449,2022-09,wage,3417
450,2022-09,expense,1089
450,2022-09,wage,2762
451,2022-09,expense,785
451,2022-09,wage,3460
452,2022-09,expense,1211
452,2022-09,wage,1895
453,2022-09,expense,1099
453,2022-09,wage,1760
454,2022-09,expense,1001
454,2022-09,wage,5890
455,2022-09,expense,792
455,2022-09,wage,3449
456,2022-09,expense,1273
456,2022-09,wage,1909
457,2022-09,expense,650
457,2022-09,wage,3438
458,2022-09,expense,1030
458,2022-09,wage,3416
459,2022-09,expense,1162
459,2022-09,wage,4696
460,2022-09,expense,1314
460,2022-09,wage,2451
461,2022-09,expense,704
461,2022-09,wage,5828
462,2022-09,expense,1571
462,2022-09,wage,1760
463,2022-09,expense,1366
463,2022-09,wage,3292
464,2022-09,expense,1224
464,2022-09,wage,3160
465,2022-09,expense,788
465,2022-09,wage,3414
466,2022-09,expense,874
466,2022-09,wage,3412
467,2022-09,expense,1206
467,2022-09,wage,2756
468,2022-09,expense,961
468,2022-09,wage,2723
469,2022-09,expense,1141
469,2022-09,wage,4704
470,2022-09,expense,568
470,2022-09,wage,2509
471,2022-09,expense,584
471,2022-09,wage,7210
472,2022-09,expense,1542
472,2022-09,wage,2284
473,2022-09,expense,1169
473,2022-09,wage,4604
474,2022-09,expense,592
474,2022-09,wage,7189
475,2022-09,expense,1099
475,2022-09,wage,6907
476,2022-09,expense,1311
476,2022-09,wage,3240
477,2022-09,expense,1152
477,2022-09,wage,2688
478,2022-09,expense,1131
478,2022-09,wage,4591
479,2022-09,expense,1360
479,2022-09,wage,1700
480,2022-09,expense,1065
480,2022-09,wage,3384
481,2022-09,expense,1172
481,2022-09,wage,2296
482,2022-09,expense,757
482,2022-09,wage,3372
483,2022-09,expense,793
483,2022-09,wage,6788
484,2022-09,expense,1272
484,2022-09,wage,2600
485,2022-09,expense,887
485,2022-09,wage,2418
486,2022-09,expense,879
486,2022-09,wage,2220
487,2022-09,expense,1141
487,2022-09,wage,4464
488,2022-09,expense,1301
488,2022-09,wage,1820
489,2022-09,expense,831
489,2022-09,wage,5818
490,2022-09,expense,865
490,2022-09,wage,3406
491,2022-09,expense,858
491,2022-09,wage,4292
492,2022-09,expense,944
492,2022-09,wage,4324
493,2022-09,expense,1258
493,2022-09,wage,4313
494,2022-09,expense,754
494,2022-09,wage,3378
495,2022-09,expense,1433
495,2022-09,wage,2559
496,2022-09,expense,739
496,2022-09,wage,3167
497,2022-09,expense,1498
497,2022-09,wage,2353
498,2022-09,expense,1123
498,2022-09,wage,2643
499,2022-09,expense,1051
499,2022-09,wage,6747
500,2022-09,expense,1224
500,2022-09,wage,3311
501,2022-09,expense,1526
501,2022-09,wage,2528
502,2022-09,expense,1227
502,2022-09,wage,2666
503,2022-09,expense,1534
503,2022-09,wage,1778
504,2022-09,expense,1469
504,2022-09,wage,3302
505,2022-09,expense,1660
505,2022-09,wage,3284
506,2022-09,expense,1480
506,2022-09,wage,6718
507,2022-09,expense,1866
507,2022-09,wage,2003
508,2022-09,expense,1900
508,2022-09,wage,2819
511,2022-09,expense,1434
511,2022-09,wage,3261
513,2022-09,expense,1253
513,2022-09,wage,3285
515,2022-09,expense,1738
515,2022-09,wage,3187
516,2022-09,expense,1729
516,2022-09,wage,3047
517,2022-09,expense,1449
517,2022-09,wage,3039
518,2022-09,expense,1546
518,2022-09,wage,3002
519,2022-09,expense,1935
519,2022-09,wage,2368
520,2022-09,expense,1461
520,2022-09,wage,5639
521,2022-09,expense,1398
521,2022-09,wage,2910
522,2022-09,expense,1358
522,2022-09,wage,2201
524,2022-09,expense,1539
524,2022-09,wage,5631
525,2022-09,expense,1067
525,2022-09,wage,3082
527,2022-09,expense,1759
527,2022-09,wage,2693
528,2022-09,expense,1097
528,2022-09,wage,3199
529,2022-09,expense,1435
529,2022-09,wage,6354
530,2022-09,expense,1521
530,2022-09,wage,2814
531,2022-09,expense,1456
531,2022-09,wage,3193
532,2022-09,expense,1329
532,2022-09,wage,6541
533,2022-09,expense,1662
533,2022-09,wage,2803
534,2022-09,expense,1753
534,2022-09,wage,5600
535,2022-09,expense,1545
535,2022-09,wage,5286
536,2022-09,expense,1373
536,2022-09,wage,3186
537,2022-09,expense,1924
537,2022-09,wage,2319
538,2022-09,expense,1709
538,2022-09,wage,5527
540,2022-09,expense,1675
540,2022-09,wage,2297
542,2022-09,expense,1635
542,2022-09,wage,5573
543,2022-09,expense,1707
543,2022-09,wage,2787
544,2022-09,expense,1432
544,2022-09,wage,5441
545,2022-09,expense,1706
545,2022-09,wage,2804
546,2022-09,expense,1385
546,2022-09,wage,5504
547,2022-09,expense,1389
547,2022-09,wage,5495
548,2022-09,expense,1538
548,2022-09,wage,5245
549,2022-09,expense,1463
549,2022-09,wage,3174
550,2022-09,expense,1504
550,2022-09,wage,2765
551,2022-09,expense,2087
551,2022-09,wage,6286
552,2022-09,expense,1121
552,2022-09,wage,6320
554,2022-09,expense,1494
554,2022-09,wage,2724
555,2022-09,expense,1602
555,2022-09,wage,2670
556,2022-09,expense,1914
556,2022-09,wage,2649
557,2022-09,expense,1545
557,2022-09,wage,2636
559,2022-09,expense,1713
559,2022-09,wage,3280
560,2022-09,expense,1581
560,2022-09,wage,3144
561,2022-09,expense,1523
561,2022-09,wage,3114
562,2022-09,expense,1223
562,2022-09,wage,5443
563,2022-09,expense,2040
563,2022-09,wage,4987
564,2022-09,expense,1685
564,2022-09,wage,2489
565,2022-09,expense,1908
565,2022-09,wage,3074
566,2022-09,expense,1531
566,2022-09,wage,2671
569,2022-09,expense,1790
569,2022-09,wage,2581
570,2022-09,expense,1534
570,2022-09,wage,5136
571,2022-09,expense,1383
571,2022-09,wage,2556
573,2022-09,expense,1773
573,2022-09,wage,2221
576,2022-09,expense,1657
576,2022-09,wage,3402
578,2022-09,expense,1834
578,2022-09,wage,2199
579,2022-09,expense,1970
579,2022-09,wage,3245
581,2022-09,expense,1382
581,2022-09,wage,5909
582,2022-09,expense,1404
582,2022-09,wage,2553
583,2022-09,expense,1487
583,2022-09,wage,5208
584,2022-09,expense,1275
584,2022-09,wage,5245
585,2022-09,expense,1203
585,2022-09,wage,5141
586,2022-09,expense,1038
586,2022-09,wage,3122
587,2022-09,expense,1587
587,2022-09,wage,2497
588,2022-09,expense,1850
588,2022-09,wage,2478
590,2022-09,expense,1393
590,2022-09,wage,2454
591,2022-09,expense,1132
591,2022-09,wage,5077
592,2022-09,expense,1360
592,2022-09,wage,6046
593,2022-09,expense,1612
593,2022-09,wage,2184
594,2022-09,expense,1351
594,2022-09,wage,5958
596,2022-09,expense,1963
596,2022-09,wage,4534
597,2022-09,expense,1493
597,2022-09,wage,2468
598,2022-09,expense,1536
598,2022-09,wage,3088
600,2022-09,expense,1790
600,2022-09,wage,3606
601,2022-09,expense,1694
601,2022-09,wage,2385
606,2022-09,expense,1443
606,2022-09,wage,2381
607,2022-09,expense,1672
607,2022-09,wage,2307
608,2022-09,expense,1515
608,2022-09,wage,2299
609,2022-09,expense,1472
609,2022-09,wage,5054
610,2022-09,expense,1406
610,2022-09,wage,5180
612,2022-09,expense,1293
612,2022-09,wage,4838
613,2022-09,expense,1556
613,2022-09,wage,2292
614,2022-09,expense,1577
614,2022-09,wage,3045
616,2022-09,expense,1531
616,2022-09,wage,2289
618,2022-09,expense,1392
618,2022-09,wage,2894
619,2022-09,expense,1472
619,2022-09,wage,3020
620,2022-09,expense,1934
620,2022-09,wage,2600
622,2022-09,expense,2005
622,2022-09,wage,4636
623,2022-09,expense,1447
623,2022-09,wage,2277
624,2022-09,expense,1949
624,2022-09,wage,4607
625,2022-09,expense,1585
625,2022-09,wage,2301
626,2022-09,expense,1797
626,2022-09,wage,4300
627,2022-09,expense,1243
627,2022-09,wage,4662
630,2022-09,expense,1536
630,2022-09,wage,4815
631,2022-09,expense,1417
631,2022-09,wage,2994
632,2022-09,expense,1547
632,2022-09,wage,4828
633,2022-09,expense,1638
633,2022-09,wage,5782
635,2022-09,expense,1360
635,2022-09,wage,5141
636,2022-09,expense,1310
636,2022-09,wage,2974
637,2022-09,expense,1635
637,2022-09,wage,4804
